sec,msg_type,channel,note,velocity,dynamic,accent,count,main_vol,depth,pedal,pan
57.819,['note_on'],[0],[60],[55],p,0,1,0,0,0,0
57.923,['note_on'],[0],[67],[70],mp,0,1,0,0,122,0
58.089,['note_on'],[0],[43],[72],mp,0,1,0,0,"[106, 86, 60, 28, 0]",0
58.19,['note_on'],[0],[50],[53],p,0,1,0,0,"[2, 22, 42, 50, 58, 64, 66, 68]",0
58.29,['note_on'],[0],[55],[55],p,0,1,0,0,"[66, 65, 64, 65, 68, 70, 76, 84, 92, 102, 112]",0
58.397,['note_on'],[0],[60],[57],p,0,1,0,0,"[122, 127]",0
58.577,['note_on'],[0],[65],[68],mp,0,1,0,0,0,0
58.683,['note_on'],[0],[55],[49],p,0,1,0,0,0,0
58.851,['note_on'],[0],[60],[52],p,0,1,0,0,0,0
58.953,['note_on'],[0],[65],[54],p,0,1,0,0,"[114, 96, 76]",0
59.104,['note_on'],[0],[43],[70],mp,0,1,0,0,"[50, 18, 0]",0
59.21,['note_on'],[0],[50],[57],p,0,1,0,0,"[2, 44, 58, 70, 80, 88, 92, 96, 98, 102, 104, 106, 108]",0
59.333,['note_on'],[0],[55],[49],p,0,1,0,0,"[112, 114, 118, 122, 127]",0
59.473,['note_on'],[0],[60],[58],p,0,1,0,0,0,0
59.592,['note_on'],[0],[65],[64],mp,0,1,0,0,0,0
59.696,['note_on'],[0],[55],[55],p,0,1,0,0,0,0
59.847,['note_on'],[0],[60],[58],p,0,1,0,0,0,0
59.948,['note_on'],[0],[65],[64],mp,0,1,0,0,0,0
60.091,['note_on'],[0],[43],[64],mp,0,1,0,0,"[120, 100, 80, 18, 0]",0
60.211,['note_on'],[0],[50],[59],p,0,1,0,0,"[1, 28, 50, 65, 78, 86, 90, 96]",0
60.331,['note_on'],[0],[55],[52],p,0,1,0,0,"[98, 102, 104, 112, 120, 127]",0
60.48,['note_on'],[0],[59],[59],p,0,1,0,0,0,0
60.608,['note_on'],[0],[65],[66],mp,0,1,0,0,0,0
60.719,['note_on'],[0],[55],[52],p,0,1,0,0,0,0
60.839,['note_on'],[0],[59],[50],p,0,1,0,0,0,0
60.944,['note_on'],[0],[65],[59],p,0,1,0,0,"[122, 110, 98, 86, 70, 54]",0
61.086,['note_on'],[0],[43],[68],mp,0,1,0,0,"[8, 0]",0
61.188,['note_on'],[0],[50],[63],mp,0,1,0,0,"[8, 26, 42, 52, 62, 68, 74, 78, 82, 88, 94, 98, 104]",0
61.339,['note_on'],[0],[55],[54],p,0,1,0,0,"[108, 114, 120, 126, 127]",0
61.475,['note_on'],[0],[59],[53],p,0,1,0,0,0,0
61.598,['note_on'],[0],[65],[68],mp,0,1,0,0,0,0
61.716,['note_on'],[0],[55],[59],p,0,1,0,0,0,0
61.846,['note_on'],[0],[59],[63],mp,0,1,0,0,0,0
61.95,['note_on'],[0],[65],[62],mp,0,1,0,0,"[124, 114, 100, 90, 74, 60, 38, 18]",0
62.124,['note_on'],[0],[36],[50],p,0,1,0,0,0,0
62.232,['note_on'],[0],[48],[52],p,0,1,0,0,"[2, 12, 22, 28, 36, 42, 48, 54, 60, 65, 72, 78, 84, 90, 98, 104]",0
62.344,['note_on'],[0],[55],[46],pp,0,1,0,0,"[112, 120, 127]",0
62.462,['note_on'],[0],[58],[58],p,0,1,0,0,0,0
62.578,['note_on'],[0],[64],[57],p,0,1,0,0,0,0
62.7,['note_on'],[0],[55],[57],p,0,1,0,0,0,0
62.85,['note_on'],[0],[58],[52],p,0,1,0,0,0,0
62.958,['note_on'],[0],[64],[66],mp,0,1,0,0,"[120, 96]",0
63.08,['note_on'],[0],[36],[83],mf,1,1,0,0,"[30, 0]",0
63.181,['note_on'],[0],[48],[59],p,0,1,0,0,"[8, 28, 44, 56, 62, 65, 66, 68, 70]",0
63.308,['note_on'],[0],[55],[48],pp,0,1,0,0,"[74, 80, 86, 94, 102, 110, 120, 127]",0
63.416,['note_on'],[0],[58],[48],pp,0,1,0,0,0,0
63.562,['note_on'],[0],[64],[63],mp,0,1,0,0,0,0
63.673,['note_on'],[0],[55],[50],p,0,1,0,0,0,0
63.788,['note_on'],[0],[58],[51],p,0,1,0,0,0,0
63.891,['note_on'],[0],[64],[63],mp,0,1,0,0,0,0
64.094,['note_on'],[0],[36],[55],p,0,1,0,0,"[110, 92, 42, 10, 0]",0
64.221,['note_on'],[0],[48],[50],p,0,1,0,0,"[28, 50, 70, 88, 104, 118, 127]",0
64.348,['note_on'],[0],[53],[49],p,0,1,0,0,0,0
64.473,['note_on'],[0],[57],[52],p,0,1,0,0,0,0
64.585,['note_on'],[0],[60],[64],mp,0,1,0,0,0,0
